,Infogempa
gempa,"{'Tanggal': '25 Mar 2024', 'Jam': '02:55:07 WIB', 'DateTime': '2024-03-24T19:55:07+00:00', 'Coordinates': '4.10,96.88', 'Lintang': '4.10 LU', 'Bujur': '96.88 BT', 'Magnitude': '4.1', 'Kedalaman': '3 km', 'Wilayah': 'Pusat gempa berada di darat 30 km BaratLaut Blangpidie-Aceh Barat Daya', 'Potensi': 'Gempa ini dirasakan untuk diteruskan pada masyarakat', 'Dirasakan': 'II-III Gayo Lues', 'Shakemap': '20240325025507.mmi.jpg'}"
